furry_status,age,gender,gender_alignment,orientation,country,religion,occupation,education,howfurry,howoften_write,howoften_draw,opinion_artwork,opinion_writing,opinion_online_communities,opinion_conventions,opinion_fursuiting,importance_artwork,importance_writing,importance_online_communities,importance_conventions,importance_fursuiting
furry,18,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,graduate_highschool,6,Never,Monthly,8,4,,8,7,7,5,7,5,4
furry,22,Mostly male,complicated,Completely homosexual,au,Atheist,student,graduate_highschool,8,Never,Several times a month,10,,,,9,10,5,10,10,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_university,6,Several times a year,Several times a month,10,10,,10,10,10,10,10,10,10
furry_lifestyler,23,"Male, completely",cisgender,Completely heterosexual,au,Atheist,professional,advanced_degree,7,Several times a year,Several times a month,10,10,,10,10,10,10,10,10,10
furry,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",cz,Atheist,student,graduate_highschool,4,Never,Several times a year,9,6,,2,2,10,8,10,8,6
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Protestant",technical_it,technical_college,3,Several times a year,Never,7,4,,4,4,5,5,1,1,1
postfurry,20,Mostly male,transgender,Pansexual,ua,Atheist,technical_it,some_university,6,Never,Weekly,9,6,,6,6,10,7,8,6,7
fur_fan,25,"Female, completely",cisgender,Completely heterosexual,ru,Agnostic,unemployed,graduate_university,8,Never,Weekly,9,4,,,,10,7,8,6,7
furry,18,"Male, completely",cisgender,Bisexual,gb,Atheist,creative_nonfurry,graduate_highschool,5,Never,Never,10,10,,10,10,10,5,10,10,5
furry,25,"Male, completely",cisgender,Mostly heterosexual,us,,Other,graduate_highschool,5,Less than once a year,Several times a year,9,7,,7,7,10,6,10,7,7
furry,19,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,technical_college,7,Never,Never,8,4,,4,4,8,6,6,4,4
furry,14,"Male, completely",cisgender,Completely homosexual,nl,Atheist,student,some_highschool,8,Never,Several times a year,8,6,,6,7,7,4,8,7,5
furry,22,"Male, completely",cisgender,Mostly homosexual,de,,student,ongoing_university,9,Several times a year,Weekly,10,8,,8,9,10,8,8,10,10
furry,19,Mostly male,transgender,"Bisexual, leaning homosexual",hu,Atheist,student,ongoing_highschool,6,Less than once a year,Less than once a year,10,9,,6,8,10,8,9,9,10
furry,20,"Male, completely",cisgender,"Bisexual, leaning homosexual",hu,Atheist,student,ongoing_university,5,Never,Never,10,9,,8,8,,,,,
fur_fan,15,"Male, completely",cisgender,Asexual,us,Atheist,student,Other,7,Never,Never,7,10,,10,10,10,8,10,10,10
furry,14,"Male, completely",cisgender,Completely homosexual,ca,Atheist,student,ongoing_highschool,8,Never,Several times a year,10,10,,10,10,10,9,10,8,9
fur_fan,15,"Male, completely",cisgender,Asexual,us,Atheist,student,Other,8,Never,Never,10,8,,10,10,10,9,10,9,10
fur_fan,14,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_highschool,7,Never,Never,10,10,,10,10,10,10,10,10,10
furry,29,"Male, completely",cisgender,Completely homosexual,us,"Christian, Protestant",government_armed_service,graduate_university,5,Never,Never,10,,,10,10,10,9,10,10,9
furry,23,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_university,2,Never,Yearly,10,5,,7,3,10,7,10,10,9
furry,45,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,technical_it,ongoing_university,8,Never,Never,10,8,,10,10,10,9,8,10,8
postfurry,16,"Male, completely",cisgender,Completely heterosexual,us,,student,some_highschool,5,Never,Less than once a year,8,6,,7,,10,10,10,9,9
furry,26,"Male, completely",cisgender,Mostly heterosexual,ca,Agnostic,student,ongoing_university,7,Weekly,Weekly,9,9,,9,7,10,10,10,10,7
furry,40,Mostly female,transgender,"Bisexual, leaning heterosexual",de,Pagan,student,ongoing_university,8,Several times a year,Yearly,10,8,,8,6,8,4,9,10,9
nonfurry,21,Other,cisgender,Pansexual,us,,student,ongoing_highschool,1,Never,Never,7,6,,6,2,6,7,6,7,5
furry_adjacent,16,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,some_highschool,7,Never,Weekly,9,9,,9,9,9,10,8,10,10
furry,19,"Male, completely",cisgender,Completely heterosexual,pl,"Christian, Catholic",student,ongoing_highschool,9,Never,Never,10,5,,6,,9,5,7,7,6
furry,17,"Female, completely",cisgender,Bisexual,pl,Agnostic,student,ongoing_highschool,7,Never,Never,10,10,,10,10,10,10,10,10,10
furry,18,"Male, completely",cisgender,Mostly heterosexual,pl,Agnostic,technical_it,ongoing_highschool,6,Never,Never,10,,,10,9,8,6,10,9,7
furry,20,"Male, completely",cisgender,Asexual,us,Agnostic,student,ongoing_university,8,Never,Never,10,10,,10,10,10,10,9,8,8
furry,19,"Male, completely",cisgender,Bisexual,de,Atheist,student,Other,7,Never,Never,10,9,,8,10,7,7,10,8,7
furry,14,"Female, completely",cisgender,Bisexual,cz,,student,Other,6,Less than once a year,Several times a month,10,6,,8,8,7,4,8,6,8
Other,16,Equal parts male and female,complicated,Mostly heterosexual,ar,Atheist,student,ongoing_highschool,4,,,,,,,,8,7,10,10,10
furry,17,"Male, completely",transgender,Completely heterosexual,as,,student,ongoing_highschool,9,Daily,Daily,8,5,,1,1,6,9,10,,3
furry,30,"Male, completely",cisgender,Completely heterosexual,ca,"Christian, Catholic",professional,graduate_university,8,Never,Never,10,8,,8,10,10,10,8,8,8
furry,17,"Male, completely",cisgender,Pansexual,us,Atheist,student,ongoing_highschool,5,Never,Never,9,6,,8,7,10,8,9,9,10
furry,22,Mostly female,cisgender,Bisexual,us,Agnostic,student,ongoing_university,7,Never,Daily,8,1,,6,6,10,5,10,10,10
furry_adjacent,21,"Female, completely",cisgender,Asexual,us,Jewish,student,ongoing_university,5,,,,,,,,8,7,8,8,8
Other,17,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Orthodox",student,ongoing_highschool,6,Never,Several times a year,9,8,,5,3,10,8,8,8,8
furry,20,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",student,ongoing_university,4,Several times a year,Several times a year,8,5,,5,5,10,7,10,6,5
Other,20,"Male, completely",cisgender,Completely heterosexual,ph,"Christian, Protestant",student,ongoing_university,10,Less than once a year,Daily,10,10,,8,10,10,10,10,10,10
furry,21,"Male, completely",cisgender,Other,fr,Agnostic,creative_furry,graduate_highschool,9,Never,Never,9,7,,10,9,9,7,8,9,9
furry,16,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_highschool,8,Monthly,Weekly,10,10,,10,10,8,8,9,10,9
furry,17,"Male, completely",cisgender,Mostly heterosexual,us,,student,ongoing_highschool,6,Never,Never,10,9,,9,3,10,7,9,9,3
furry,17,"Male, completely",transgender,Completely homosexual,us,Atheist,student,ongoing_highschool,8,Never,Weekly,10,10,,10,10,10,10,10,10,10
furry,1,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",technical_it,technical_college,9,Daily,Daily,10,9,,10,10,9,9,8,6,9
furry,18,Mostly female,cisgender,Asexual,gb,Pagan,student,ongoing_university,7,Never,Weekly,10,10,,10,10,10,6,10,8,7
furry,27,"Male, completely",cisgender,Mostly heterosexual,it,Atheist,creative_nonfurry,graduate_highschool,4,Less than once a year,Never,,,,,,8,8,9,5,3
furry,20,"Male, completely",cisgender,Pansexual,us,Agnostic,creative_furry,graduate_highschool,8,Several times a year,Several times a year,10,10,,8,9,10,9,9,10,10
furry,19,"Male, completely",cisgender,Mostly homosexual,be,Atheist,student,graduate_highschool,7,Less than once a year,Several times a year,10,10,,10,10,8,7,9,9,8
furry,18,"Male, completely",cisgender,,it,Agnostic,student,ongoing_highschool,6,Never,Less than once a year,10,8,,6,7,10,9,9,10,10
furry,15,Mostly male,cisgender,Pansexual,us,,student,ongoing_highschool,3,Never,Never,9,8,,5,4,10,10,9,4,3
furry,21,"Male, completely",cisgender,Mostly heterosexual,de,,student,graduate_highschool,10,Weekly,Weekly,10,9,,10,9,9,9,10,10,8
furry,24,"Female, completely",cisgender,Other,gb,Atheist,student,Other,9,Less than once a year,Several times a month,9,8,,10,10,10,10,10,10,10
furry,26,"Male, completely",cisgender,Pansexual,us,,professional,technical_college,10,Several times a year,Never,10,10,,8,7,10,8,10,9,8
furry,22,"Male, completely",cisgender,Other,be,Atheist,technical_it,graduate_highschool,10,Never,Several times a year,10,5,,10,10,10,8,10,10,8
furry,15,Mostly female,transgender,Bisexual,br,Agnostic,student,some_highschool,7,Never,Less than once a year,10,10,,10,8,10,7,9,10,9
fur_fan,18,"Female, completely",cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_highschool,3,Never,Several times a month,8,6,,10,10,10,5,9,10,8
furry,15,Genderqueer/genderfluid,cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_highschool,7,Never,Never,10,6,,8,9,10,9,10,7,10
furry,37,"Male, completely",cisgender,Pansexual,us,Pagan,technical_it,graduate_university,3,Less than once a year,Never,10,3,,7,10,10,10,10,10,10
furry,26,"Male, completely",cisgender,Mostly homosexual,us,Atheist,technical_it,graduate_university,7,Never,Less than once a year,8,8,,9,9,8,7,9,7,7
furry_adjacent,1,"Male, completely",cisgender,Completely heterosexual,us,,technical_it,technical_college,3,Never,Never,7,8,,1,1,8,10,10,9,4
furry,15,"Male, completely",cisgender,Completely heterosexual,pr,"Christian, Catholic",student,ongoing_highschool,10,Never,Never,10,10,,10,10,10,10,10,10,10
nonfurry,0,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",creative_nonfurry,technical_college,1,,,5,,,,6,1,1,1,1,1
furry,22,"Male, completely",cisgender,Mostly homosexual,de,Agnostic,student,ongoing_university,8,Never,Several times a year,8,7,,2,6,8,7,10,2,2
fur_fan,26,Neutrois/agender,transgender,Asexual,us,,unemployed,Other,6,Never,Several times a year,10,5,,10,10,10,10,10,10,10
furry,17,"Male, completely",cisgender,Mostly homosexual,us,Agnostic,student,ongoing_highschool,8,Never,Several times a year,10,8,,9,8,7,8,10,10,9
furry,34,Mostly male,cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_postcollege,6,Less than once a year,Monthly,9,9,,8,6,10,10,9,8,7
furry,28,"Male, completely",cisgender,Completely homosexual,us,,government_armed_service,graduate_highschool,8,Yearly,Never,10,8,,7,8,10,10,10,8,8
Other,0,"Male, completely",cisgender,Completely homosexual,fr,Agnostic,student,Other,1,Never,Never,8,,,7,7,8,6,10,7,7
furry,19,"Male, completely",transgender,"Bisexual, leaning heterosexual",us,,creative_furry,graduate_highschool,7,Never,Daily,10,9,,10,10,9,8,10,8,7
furry,19,"Male, completely",cisgender,Bisexual,us,Agnostic,student,ongoing_highschool,3,Never,Never,9,6,,7,8,10,4,10,10,9
furry,17,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,,student,ongoing_highschool,8,Yearly,Weekly,10,9,,10,9,10,9,9,10,9
fur_fan,45,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",professional,graduate_university,2,Never,Monthly,10,5,,9,9,10,9,10,7,6
nonfurry,20,"Male, completely",cisgender,Completely heterosexual,mx,Agnostic,student,ongoing_university,1,Never,Never,1,1,,1,1,1,1,1,1,1
,0,,,,xx,,,,,,,,,,,,,,,,
furry_adjacent,18,"Male, completely",cisgender,Mostly homosexual,id,,student,ongoing_highschool,6,Never,Never,9,8,,10,10,10,8,8,8,8
furry,24,"Female, completely",transgender,"Bisexual, leaning heterosexual",us,Pagan,student,ongoing_university,5,Less than once a year,Several times a year,7,6,,5,4,7,7,7,3,3
fur_fan,0,Mostly male,complicated,Bisexual,as,"Christian, Catholic",creative_furry,advanced_degree,10,Weekly,Daily,9,9,,5,8,10,10,8,8,7
furry_adjacent,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_highschool,7,Never,Never,7,9,,10,10,7,8,10,10,10
furry_adjacent,24,"Male, completely",cisgender,Bisexual,us,Agnostic,sales_support,graduate_highschool,3,Never,Several times a month,8,6,,3,4,10,7,6,5,5
furry,18,"Male, completely",cisgender,Mostly homosexual,us,,student,ongoing_highschool,7,Never,Never,10,7,,7,7,10,4,8,9,9
furry,23,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,government_armed_service,some_university,10,Never,Less than once a year,10,10,,10,10,10,10,10,10,10
furry,20,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,unemployed,some_university,7,Yearly,Less than once a year,9,,,10,8,10,8,10,10,9
furry_lifestyler,19,"Male, completely",cisgender,"Bisexual, leaning heterosexual",br,"Christian, Catholic",student,graduate_highschool,10,Never,Weekly,10,10,,10,10,10,10,10,10,10
furry_lifestyler,16,"Male, completely",cisgender,Bisexual,gb,Atheist,student,ongoing_highschool,5,Never,,10,6,,6,8,10,3,10,8,8
furry_lifestyler,31,"Female, completely",cisgender,Pansexual,hu,Pagan,administrative,graduate_postcollege,8,Never,Daily,10,5,,10,10,9,9,10,10,10
fur_fan,17,Mostly male,cisgender,Other,us,Atheist,student,ongoing_highschool,3,Never,Never,9,8,,8,9,9,9,7,10,8
fur_fan,31,"Female, completely",cisgender,Pansexual,hu,Pagan,administrative,graduate_postcollege,7,Never,Daily,10,7,,10,10,9,9,10,10,10
furry_adjacent,14,"Male, completely",cisgender,Other,us,"Christian, Catholic",student,Other,2,Never,Never,7,7,,7,6,4,3,5,6,6
furry_adjacent,22,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,technical_college,4,Never,Never,6,4,,5,5,7,5,6,8,8
furry,35,"Male, completely",cisgender,Mostly homosexual,us,Atheist,student,ongoing_postcollege,8,Less than once a year,Never,10,6,,10,10,10,10,10,10,10
furry,22,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,student,ongoing_university,10,Several times a month,Several times a year,10,8,,10,10,10,10,10,10,8
furry,18,"Female, completely",transgender,Mostly homosexual,us,Atheist,student,ongoing_highschool,8,Monthly,Weekly,10,9,,9,9,10,8,10,9,8
furry,21,"Male, completely",cisgender,"Bisexual, leaning homosexual",mx,Atheist,student,ongoing_university,9,Never,Daily,10,2,,6,9,10,1,9,2,10
furry,1,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,professional,advanced_degree,3,Never,Never,10,5,,6,6,7,6,10,9,7
furry,28,"Male, completely",cisgender,"Bisexual, leaning heterosexual",ru,Atheist,technical_it,graduate_university,4,Never,Never,10,7,,6,7,9,4,8,7,8
furry_lifestyler,24,"Male, completely",cisgender,"Bisexual, leaning homosexual",mx,Agnostic,professional,graduate_university,10,Never,Several times a month,10,9,,8,10,10,10,10,8,7
furry,16,"Female, completely",cisgender,Bisexual,ro,Atheist,student,ongoing_highschool,7,Several times a year,Daily,10,9,,10,9,10,7,10,9,7
furry,20,"Male, completely",cisgender,Other,us,"Christian, Catholic",student,ongoing_university,5,Monthly,Weekly,7,7,,5,10,5,5,10,7,8
furry,25,"Male, completely",cisgender,Mostly heterosexual,fi,Agnostic,technical_it,technical_college,7,Never,Several times a month,10,6,,8,8,10,5,8,8,8
furry,21,"Male, completely",cisgender,Completely homosexual,us,Atheist,student,graduate_highschool,7,Never,Never,10,7,,6,6,10,8,9,7,6
furry,23,"Male, completely",cisgender,"Bisexual, leaning heterosexual",id,Muslim,student,some_university,9,Several times a year,Daily,9,9,,6,5,9,6,8,3,4
furry,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",fr,Atheist,student,ongoing_university,4,Several times a year,Never,10,10,,8,5,9,6,9,8,8
furry_lifestyler,16,Mostly male,complicated,Mostly homosexual,us,"Christian, Catholic",student,ongoing_highschool,9,Yearly,Several times a month,8,6,,6,7,10,10,10,10,10
fur_fan,40,"Male, completely",cisgender,Completely heterosexual,de,Atheist,technical_it,graduate_university,4,Never,Never,8,5,,5,5,5,5,5,5,5
furry,18,Other,transgender,Other,us,Agnostic,student,ongoing_highschool,3,Never,Never,8,6,,8,6,8,4,8,9,7
furry,24,"Male, completely",cisgender,Bisexual,us,,student,technical_college,8,Never,Never,10,10,,10,10,10,8,9,10,9
furry,26,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Orthodox",professional,graduate_university,5,Never,Less than once a year,10,8,,8,9,10,9,10,9,10
furry,15,Other,complicated,Other,hk,,student,Other,10,Daily,Daily,10,10,,10,10,10,10,10,10,10
Other,18,"Male, completely",cisgender,Mostly heterosexual,ca,Agnostic,student,ongoing_highschool,6,Never,Monthly,9,7,,9,10,10,8,10,10,10
fur_fan,27,"Female, completely",cisgender,Completely homosexual,fr,Atheist,technical_it,graduate_university,5,Never,Monthly,9,1,,5,10,10,1,5,8,10
furry,23,Mostly male,cisgender,Mostly heterosexual,us,Agnostic,student,ongoing_postcollege,6,Never,Monthly,8,7,,8,7,10,9,10,9,7
furry,19,"Male, completely",transgender,Mostly homosexual,ca,Agnostic,student,ongoing_university,4,Never,Never,7,8,,9,9,10,8,7,7,8
furry,19,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,student,ongoing_university,3,Never,Weekly,10,5,,10,10,10,10,10,10,10
furry,25,"Male, completely",cisgender,Pansexual,no,Agnostic,unemployed,some_university,8,Less than once a year,Weekly,9,8,,7,8,10,8,8,8,10
furry,15,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,"Christian, Catholic",student,ongoing_highschool,10,Daily,Weekly,10,10,,10,10,10,10,10,10,10
nonfurry,15,"Female, completely",cisgender,Other,us,,student,ongoing_highschool,1,,,1,1,,1,1,1,1,1,1,1
furry,23,"Male, completely",cisgender,Bisexual,us,Atheist,unemployed,graduate_university,8,Never,Never,9,,,,,7,7,10,10,4
furry,21,"Male, completely",cisgender,Completely homosexual,us,"Christian, Protestant",student,ongoing_university,7,Never,Never,10,7,,4,7,8,8,10,6,6
furry,22,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,service,some_university,6,Never,Never,8,7,,10,3,10,6,10,10,10
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,service,graduate_highschool,5,Never,Never,8,5,,7,7,10,9,10,9,8
furry_lifestyler,1,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,Atheist,student,ongoing_highschool,10,Never,Daily,8,5,,10,10,10,7,10,10,10
furry,18,"Female, completely",cisgender,Completely heterosexual,us,Agnostic,sales_support,ongoing_highschool,8,Less than once a year,Daily,8,7,,10,10,10,6,10,10,10
furry,0,"Male, completely",cisgender,Pansexual,cl,Agnostic,student,ongoing_university,5,Never,Several times a month,7,7,,6,4,9,7,10,7,5
furry_adjacent,25,"Male, completely",cisgender,Asexual,fr,Atheist,student,ongoing_university,3,Never,Never,8,4,,4,2,10,5,10,10,5
furry,29,Mostly female,complicated,"Bisexual, leaning homosexual",us,Jewish,technical_it,graduate_university,8,Never,Never,7,4,,8,5,10,7,10,8,8
furry,14,Mostly male,cisgender,Bisexual,us,"Christian, Catholic",student,ongoing_highschool,7,Several times a year,Monthly,10,9,,9,10,10,5,10,9,9
fur_fan,18,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,3,Never,Several times a year,9,,,8,9,9,5,6,7,9
fur_fan,15,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,Other,3,Never,Never,8,,,,,8,6,7,8,7
furry_adjacent,17,"Male, completely",cisgender,Mostly heterosexual,cr,"Christian, Catholic",student,ongoing_highschool,5,Less than once a year,Less than once a year,10,10,,10,9,10,7,10,10,9
furry,29,"Male, completely",cisgender,Bisexual,us,Buddhist,Other,Other,8,Never,Never,9,7,,9,9,10,9,10,10,10
furry,19,Equal parts male and female,transgender,Pansexual,us,Atheist,student,ongoing_university,2,Never,Daily,10,7,,5,5,7,4,10,10,10
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,Other,graduate_highschool,7,Never,Never,10,5,,6,8,10,7,9,7,7
fur_fan,15,"Male, completely",cisgender,Completely heterosexual,us,,student,some_highschool,2,,,,,,,,7,6,7,10,10
furry,24,"Male, completely",cisgender,Completely heterosexual,us,,student,ongoing_university,7,Never,Never,10,5,,5,4,9,8,8,8,6
furry,19,Non-binary (not otherwise specified),complicated,Pansexual,de,Agnostic,student,ongoing_university,4,Never,Never,10,5,,7,9,10,8,10,10,9
fur_fan,18,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,5,Several times a year,Weekly,8,6,,3,7,9,8,9,5,8
furry,31,"Male, completely",cisgender,Asexual,br,Agnostic,sales_support,ongoing_university,3,Never,Never,8,4,,10,10,10,4,8,10,8
furry,19,"Male, completely",cisgender,Mostly heterosexual,br,"Christian, Catholic",student,ongoing_university,10,Never,Several times a month,10,10,,10,10,10,10,10,10,10
furry,20,Equal parts male and female,complicated,Bisexual,br,Agnostic,student,ongoing_highschool,8,Never,Never,10,10,,10,10,10,10,10,10,10
fur_fan,23,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,ongoing_university,3,Never,Several times a month,10,10,,7,10,10,7,10,10,8
furry,21,"Male, completely",cisgender,"Bisexual, leaning heterosexual",us,Agnostic,unemployed,graduate_highschool,5,Never,Never,10,10,,10,10,10,10,10,10,10
furry,21,"Male, completely",cisgender,Mostly homosexual,ch,Atheist,technical_it,technical_college,4,Never,Weekly,7,6,,5,5,10,6,10,10,8
furry,21,"Male, completely",,"Bisexual, leaning homosexual",pl,"Christian, Catholic",student,Other,8,Never,Never,10,8,,6,5,10,8,8,5,5
furry,16,"Male, completely",cisgender,Bisexual,gb,,student,some_highschool,7,,,7,9,,9,10,8,9,10,10,8
fur_fan,22,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Catholic",Other,graduate_highschool,8,Several times a year,Weekly,9,5,,10,10,10,5,8,10,10
furry,15,"Male, completely",cisgender,Completely heterosexual,hu,Atheist,student,ongoing_highschool,5,Never,Less than once a year,8,9,,10,10,7,6,10,10,10
furry,17,"Male, completely",cisgender,Bisexual,au,Atheist,student,ongoing_highschool,7,Never,Never,10,10,,7,7,9,7,10,9,9
furry,42,"Male, completely",cisgender,Completely heterosexual,us,,technical_it,graduate_university,5,Yearly,Daily,10,9,,7,9,10,9,7,6,8
furry,30,"Male, completely",cisgender,Completely heterosexual,hu,,student,ongoing_university,8,Never,Weekly,10,6,,10,10,10,10,10,10,10
furry,19,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_university,8,Several times a month,Weekly,10,10,,10,10,10,10,10,10,10
furry,17,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Protestant",student,ongoing_highschool,8,Never,Daily,10,6,,10,10,10,6,10,9,8
furry,20,"Male, completely",cisgender,Mostly heterosexual,us,Atheist,student,graduate_highschool,7,Less than once a year,Several times a year,10,7,,10,10,10,4,10,10,7
furry,31,"Male, completely",cisgender,Completely homosexual,us,Agnostic,Other,some_university,7,Never,Several times a year,10,7,,8,8,7,7,10,8,6
furry,17,"Male, completely",cisgender,Pansexual,ca,,student,ongoing_highschool,7,Several times a month,Several times a month,10,8,,,,8,6,8,8,8
fur_fan,21,"Male, completely",cisgender,Pansexual,fr,Atheist,student,ongoing_university,2,Never,Never,8,8,,4,3,10,8,8,8,5
nonfurry,100,Other,complicated,Other,ax,Pagan,unemployed,Other,10,Daily,Daily,1,1,,1,1,1,1,1,1,1
Other,18,"Female, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,ongoing_highschool,1,,,5,3,,5,7,10,5,10,10,10
furry,21,"Male, completely",cisgender,Pansexual,us,"Christian, Catholic",unemployed,some_highschool,10,Never,Never,10,8,,7,8,7,7,10,6,6
furry,21,"Male, completely",cisgender,Completely heterosexual,us,Atheist,student,ongoing_university,8,Never,Never,10,8,,10,10,10,5,10,10,10
fur_fan,18,Mostly male,cisgender,"Bisexual, leaning heterosexual",au,Agnostic,student,ongoing_highschool,5,Never,Monthly,9,2,,3,1,9,5,9,7,8
furry,31,"Male, completely",cisgender,Completely heterosexual,br,Atheist,professional,graduate_university,3,Less than once a year,Never,8,8,,8,7,10,7,10,7,6
Other,17,Mostly female,cisgender,Completely homosexual,xx,Atheist,student,some_highschool,3,,,5,5,,5,6,8,6,10,7,7
furry,20,"Male, completely",cisgender,Completely heterosexual,by,Agnostic,student,ongoing_university,7,Never,Never,8,6,,8,8,9,8,8,9,9
furry,20,"Male, completely",cisgender,Asexual,gb,,student,graduate_highschool,4,Never,Several times a month,10,,,,,10,3,9,9,7
furry,15,"Male, completely",cisgender,Mostly heterosexual,us,,student,ongoing_highschool,6,Monthly,Never,8,8,,,,8,9,10,8,8
furry,28,"Male, completely",cisgender,"Bisexual, leaning heterosexual",se,Atheist,service,graduate_highschool,4,Never,Never,10,6,,5,5,7,4,9,8,5
furry,20,"Female, completely",cisgender,Asexual,us,"Christian, Protestant",student,ongoing_university,6,Several times a year,Several times a year,10,9,,9,9,10,8,10,9,4
furry,19,"Male, completely",cisgender,Mostly homosexual,nz,Atheist,student,ongoing_highschool,8,Several times a year,Weekly,9,8,,9,9,8,5,9,9,6
furry,22,Mostly female,cisgender,Pansexual,us,Atheist,sales_support,some_university,9,Never,Weekly,9,9,,10,9,10,10,10,10,7
furry,14,"Female, completely",cisgender,"Bisexual, leaning heterosexual",us,"Christian, Catholic",student,ongoing_highschool,,Never,Weekly,10,8,,8,3,9,5,10,8,6
Other,17,Neutrois/agender,transgender,Pansexual,us,Atheist,student,some_highschool,4,Never,Never,10,10,,10,10,10,10,10,9,10
furry,19,Mostly female,complicated,"Bisexual, leaning heterosexual",us,Pagan,student,ongoing_university,6,Several times a year,Several times a month,10,8,,10,10,10,8,10,10,8
furry,26,Equal parts male and female,complicated,Asexual,us,Atheist,technical_it,graduate_university,8,Less than once a year,Monthly,10,8,,9,7,10,8,10,8,8
furry_adjacent,24,"Male, completely",cisgender,Mostly heterosexual,au,Agnostic,student,ongoing_university,2,Less than once a year,Less than once a year,9,7,,8,7,9,8,8,7,7
furry,26,"Male, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",technical_it,graduate_university,8,Never,Never,10,9,,9,10,9,7,9,10,10
furry_adjacent,31,"Female, completely",cisgender,Completely heterosexual,us,"Christian, Catholic",Other,graduate_highschool,2,,,9,5,,3,3,9,5,10,9,8
fur_fan,18,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Atheist,student,some_highschool,4,Never,Yearly,8,5,,5,5,8,6,9,7,8
fur_fan,31,"Male, completely",cisgender,Bisexual,gb,Agnostic,professional,technical_college,3,Never,Never,9,3,,6,9,1,1,1,1,1
furry,22,Neutrois/agender,cisgender,Pansexual,br,Atheist,student,ongoing_university,8,Never,Monthly,10,10,,10,10,10,10,10,10,10
fur_fan,23,"Male, completely",cisgender,Mostly heterosexual,br,"Christian, Catholic",student,ongoing_university,5,Never,Never,10,5,,9,10,10,8,9,10,10
furry,20,"Female, completely",,Mostly heterosexual,br,Atheist,student,some_highschool,6,Less than once a year,Daily,7,4,,3,8,8,7,6,6,8
furry_related,23,"Male, completely",cisgender,Completely heterosexual,ca,Atheist,professional,some_university,2,Never,Never,1,1,,1,1,3,4,10,10,10
furry,22,"Male, completely",cisgender,"Bisexual, leaning homosexual",us,Agnostic,unemployed,graduate_highschool,7,Never,Never,10,10,,5,2,10,8,10,8,5
furry_related,24,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,technical_it,ongoing_university,6,Never,Never,1,1,,1,1,1,1,1,1,1
furry_adjacent,25,"Male, completely",cisgender,Completely heterosexual,us,Agnostic,student,technical_college,2,Never,Never,1,1,,1,1,10,1,10,10,10
furry,16,"Male, completely",cisgender,Mostly heterosexual,us,"Christian, Protestant",student,ongoing_highschool,7,Never,Never,10,10,,10,10,9,9,9,7,5
