How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
18,,cisgender,raccoon,ca,,disagree,disagree,strongly_disagree,slightly_disagree,neutral,disagree,strongly_disagree,agree,slightly_agree,strongly_disagree,slightly_disagree,disagree,slightly_disagree,slightly_disagree,disagree,slightly_agree,slightly_agree,agree,agree,dont_know,agree,slightly_disagree,dont_know,disagree
23,,cisgender,greyfox,us,Ignostic,disagree,neutral,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,agree,disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,agree,agree,neutral,slightly_agree,neutral,disagree,slightly_disagree,slightly_agree,neutral,neutral
18,,cisgender,othercanine,us,,slightly_disagree,agree,slightly_disagree,agree,slightly_agree,neutral,strongly_disagree,disagree,agree,disagree,neutral,strongly_disagree,neutral,neutral,agree,neutral,slightly_agree,slightly_agree,agree,disagree,slightly_agree,slightly_disagree,slightly_disagree,slightly_disagree
16,Non-binary,cisgender,rabbit,us,,slightly_agree,neutral,disagree,agree,agree,slightly_disagree,disagree,slightly_disagree,agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,disagree,agree,dont_know,agree,agree,strongly_agree,neutral,slightly_disagree,disagree,strongly_disagree,disagree
16,,cisgender,anthro,us,,slightly_disagree,dont_know,agree,strongly_agree,slightly_agree,dont_know,strongly_disagree,disagree,slightly_agree,slightly_disagree,neutral,disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,agree,neutral,slightly_disagree,disagree,agree,slightly_disagree,dont_know,disagree
20,,cisgender,raccoon,us,Deist,disagree,disagree,disagree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_agree,dont_know,strongly_disagree,slightly_agree,strongly_disagree,disagree,neutral,disagree,dont_know,strongly_agree,dont_know,agree,neutral,dont_know,dont_know,slightly_disagree,strongly_disagree
31,neither (nonbinary),transgender,dragon,us,unspecified,strongly_agree,slightly_disagree,strongly_disagree,dont_know,strongly_disagree,slightly_disagree,strongly_disagree,slightly_agree,strongly_agree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_agree,strongly_disagree,strongly_agree,strongly_agree,dont_know,slightly_disagree,slightly_disagree,dont_know,slightly_disagree
16,,transgender,otherbear,us,,neutral,neutral,disagree,slightly_disagree,strongly_disagree,agree,disagree,disagree,agree,disagree,agree,disagree,slightly_agree,slightly_disagree,slightly_disagree,agree,disagree,agree,slightly_disagree,slightly_agree,neutral,neutral,disagree,disagree
18,,cisgender,coyote,ca,,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,dont_know,neutral,dont_know,slightly_disagree,neutral,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,dont_know,disagree,agree,strongly_disagree,strongly_disagree,disagree,neutral,strongly_agree,agree
15,,cisgender,lizard,us,,slightly_agree,strongly_agree,disagree,slightly_disagree,strongly_disagree,neutral,dont_know,agree,strongly_agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,neutral,agree,agree,strongly_agree,agree,strongly_agree,dont_know,slightly_disagree,dont_know,dont_know,slightly_disagree
24,,cisgender,wolf,us,,strongly_disagree,agree,disagree,agree,disagree,agree,disagree,agree,slightly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,agree,disagree,slightly_agree,strongly_agree,strongly_disagree,agree,slightly_agree,strongly_disagree,strongly_disagree
19,,cisgender,fennec,us,non,disagree,agree,disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,agree,slightly_agree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,disagree
26,,cisgender,germanshepherd,us,,agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,disagree,slightly_agree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,slightly_agree,agree,neutral,agree,neutral,disagree,slightly_agree,neutral,dont_know,slightly_disagree
28,,cisgender,bat,us,,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,slightly_disagree,disagree,disagree,neutral,disagree,dont_know,strongly_agree,strongly_disagree,neutral,strongly_disagree,strongly_agree,disagree,agree,slightly_agree,disagree,dont_know,disagree,neutral,disagree
28,,cisgender,othercanine,za,,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,neutral,neutral,agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,neutral,neutral,strongly_disagree
25,,cisgender,hyaena,gb,,strongly_disagree,strongly_agree,disagree,agree,disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,dont_know,agree,agree,disagree,strongly_disagree,agree,dont_know,dont_know,strongly_disagree
25,,complicated,dragon,gb,,disagree,dont_know,disagree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,neutral,strongly_agree,agree,strongly_disagree,disagree,agree,disagree,dont_know,strongly_agree,agree,agree,slightly_agree,agree,disagree,strongly_disagree,strongly_disagree
66,,cisgender,horse,us,,strongly_disagree,agree,strongly_disagree,disagree,slightly_agree,disagree,strongly_disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,slightly_disagree,agree,agree,slightly_agree,disagree,slightly_disagree,disagree,disagree
18,,cisgender,othercanine,us,,neutral,strongly_agree,slightly_agree,disagree,agree,slightly_agree,neutral,strongly_agree,agree,slightly_agree,slightly_disagree,neutral,strongly_disagree,slightly_agree,agree,dont_know,slightly_agree,agree,slightly_disagree,dont_know,slightly_agree,neutral,dont_know,slightly_disagree
33,,cisgender,lion,us,,neutral,strongly_agree,disagree,neutral,strongly_disagree,disagree,strongly_disagree,neutral,strongly_agree,disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,slightly_agree,neutral,neutral,agree,strongly_disagree
19,,complicated,redfox,us,,disagree,agree,disagree,agree,agree,agree,disagree,disagree,agree,disagree,slightly_disagree,disagree,disagree,agree,agree,dont_know,slightly_disagree,agree,disagree,slightly_agree,disagree,disagree,disagree,strongly_disagree
32,,cisgender,rabbit,us,,strongly_agree,strongly_agree,strongly_disagree,neutral,agree,strongly_agree,neutral,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,disagree
29,,cisgender,,us,,agree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,slightly_agree,strongly_agree,slightly_agree,slightly_agree,disagree,disagree,strongly_disagree
49,,cisgender,other_mammal,us,Catholic agnostic,strongly_disagree,dont_know,strongly_disagree,slightly_agree,agree,slightly_agree,strongly_disagree,disagree,agree,disagree,agree,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,strongly_agree,slightly_agree,slightly_agree,dont_know,slightly_agree,slightly_disagree,strongly_disagree
18,,cisgender,wolf,gb,,slightly_disagree,slightly_agree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_agree,slightly_disagree,disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,neutral,disagree
24,,cisgender,other_mammal,us,,neutral,neutral,strongly_disagree,slightly_agree,slightly_agree,slightly_agree,disagree,slightly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,dont_know,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_agree,neutral,strongly_disagree
22,,cisgender,wolf,us,,slightly_agree,strongly_agree,slightly_agree,agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree
44,neither,complicated,dinosaur,us,polypantheistic Zen Discordian agnostic,strongly_disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,agree,strongly_agree,slightly_agree,agree,strongly_agree,disagree,slightly_disagree,disagree,strongly_disagree,strongly_disagree
28,,cisgender,otherfox,us,,agree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,slightly_agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_disagree,disagree
22,,cisgender,dragon,us,,disagree,slightly_disagree,disagree,slightly_agree,slightly_agree,neutral,disagree,slightly_disagree,slightly_agree,agree,strongly_agree,strongly_disagree,slightly_disagree,slightly_agree,slightly_disagree,agree,agree,slightly_agree,strongly_agree,slightly_disagree,disagree,slightly_disagree,neutral,disagree
25,,cisgender,arcticfox,gb,,disagree,strongly_agree,strongly_disagree,agree,slightly_agree,agree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,slightly_agree,agree,disagree,slightly_disagree,strongly_agree,agree,agree,neutral,disagree,disagree,slightly_agree,disagree
37,,cisgender,other_unspecified,gb,,disagree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_agree,disagree,disagree,strongly_disagree,neutral,slightly_agree,agree,agree,agree,slightly_agree,agree,slightly_disagree,neutral,slightly_disagree,disagree,disagree
18,,cisgender,otherdog,us,,neutral,slightly_agree,agree,agree,strongly_disagree,disagree,disagree,slightly_disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,agree,agree,dont_know,strongly_agree,strongly_agree,neutral,disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
28,,transgender,otherbird,us,,agree,slightly_disagree,disagree,agree,agree,agree,slightly_disagree,slightly_agree,agree,dont_know,slightly_agree,strongly_disagree,neutral,agree,neutral,dont_know,disagree,slightly_disagree,strongly_disagree,dont_know,dont_know,neutral,slightly_agree,slightly_disagree
17,,cisgender,other_unspecified,au,,strongly_disagree,agree,strongly_disagree,agree,agree,slightly_agree,dont_know,dont_know,strongly_agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,agree,strongly_agree,neutral,agree,strongly_agree,agree,dont_know,slightly_agree,slightly_disagree,dont_know,neutral
35,Gender = expected behaviors based on physical sex,complicated,other_mammal,us,,disagree,neutral,strongly_disagree,slightly_agree,slightly_agree,neutral,strongly_disagree,agree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,agree,slightly_disagree,slightly_disagree,slightly_agree,agree,neutral,slightly_disagree,slightly_agree,disagree,disagree
36,,cisgender,otherfox,us,,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,neutral,slightly_agree,disagree,slightly_agree,disagree,disagree
18,,cisgender,dragon,us,Nothing ,slightly_disagree,dont_know,disagree,neutral,slightly_agree,neutral,disagree,agree,disagree,disagree,slightly_disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,dont_know,neutral,agree,slightly_agree,dont_know,slightly_disagree,slightly_disagree,slightly_agree,neutral
21,Genderqueer,transgender,other_nonmammal,us,,slightly_disagree,agree,slightly_disagree,neutral,neutral,slightly_agree,disagree,slightly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,neutral,strongly_agree,agree,agree,agree,agree,neutral,neutral,slightly_disagree,strongly_disagree,disagree
31,,transgender,otherbird,us,,neutral,strongly_agree,disagree,agree,slightly_agree,neutral,disagree,slightly_agree,agree,slightly_disagree,disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,strongly_agree,neutral,neutral,agree,slightly_agree,strongly_agree,slightly_disagree,slightly_agree,slightly_disagree
14,,cisgender,wolf,us,,agree,strongly_agree,disagree,strongly_agree,dont_know,dont_know,strongly_disagree,neutral,strongly_agree,strongly_disagree,strongly_agree,dont_know,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,strongly_agree,dont_know,strongly_agree,strongly_disagree,dont_know,strongly_disagree
25,,complicated,dragon,pl,,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,neutral,slightly_agree,slightly_disagree,agree,agree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,slightly_agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_disagree,disagree,disagree
26,,cisgender,redfox,us,,neutral,agree,slightly_disagree,neutral,slightly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,neutral,dont_know,strongly_disagree,neutral,agree,neutral,neutral,agree,strongly_agree,neutral,neutral,slightly_disagree,neutral,neutral
15,,cisgender,otherfeline,us,,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,disagree,agree,agree,neutral,agree,agree,slightly_agree,disagree,disagree,slightly_agree,strongly_agree,neutral
26,,complicated,rabbit,za,,agree,strongly_agree,slightly_agree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,slightly_disagree,slightly_agree,strongly_agree,strongly_agree,disagree,agree,agree,strongly_disagree,strongly_disagree
20,,cisgender,polymorphic,ca,,disagree,dont_know,strongly_disagree,disagree,strongly_agree,dont_know,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,strongly_agree,dont_know,slightly_agree,strongly_agree,neutral,strongly_disagree,strongly_agree,neutral,slightly_agree,strongly_disagree
18,,cisgender,lion,ru,,agree,neutral,neutral,strongly_agree,agree,slightly_agree,neutral,disagree,strongly_agree,strongly_disagree,slightly_agree,dont_know,strongly_disagree,slightly_disagree,slightly_disagree,disagree,slightly_agree,strongly_agree,slightly_disagree,strongly_disagree,dont_know,disagree,disagree,slightly_disagree
22,,cisgender,dragon,us,,strongly_disagree,slightly_agree,agree,agree,strongly_disagree,agree,strongly_disagree,slightly_agree,neutral,strongly_disagree,slightly_agree,strongly_disagree,agree,agree,neutral,agree,slightly_disagree,strongly_agree,slightly_agree,strongly_disagree,agree,disagree,slightly_disagree,disagree
33,,cisgender,wolf,au,,neutral,agree,disagree,agree,agree,neutral,disagree,disagree,agree,slightly_disagree,slightly_agree,strongly_disagree,disagree,agree,disagree,agree,agree,agree,agree,neutral,slightly_disagree,neutral,disagree,disagree
26,,transgender,snowleopard,us,,strongly_disagree,slightly_disagree,neutral,slightly_disagree,strongly_disagree,neutral,strongly_disagree,slightly_agree,agree,strongly_disagree,agree,dont_know,slightly_disagree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,slightly_agree,slightly_disagree,agree,neutral,strongly_disagree,strongly_disagree
17,,cisgender,other_unspecified,gb,,disagree,strongly_agree,strongly_disagree,slightly_agree,slightly_agree,agree,disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,slightly_agree,agree,disagree,dont_know,slightly_disagree,disagree,strongly_disagree
22,,cisgender,dragon,gb,Apatheist,disagree,dont_know,disagree,slightly_disagree,slightly_agree,dont_know,agree,agree,agree,dont_know,slightly_agree,dont_know,disagree,slightly_agree,disagree,dont_know,agree,strongly_agree,agree,dont_know,slightly_agree,neutral,dont_know,disagree
26,,complicated,wolf,us,,neutral,agree,disagree,disagree,slightly_agree,slightly_disagree,strongly_disagree,agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,slightly_agree,dont_know,agree,strongly_agree,strongly_agree,dont_know,agree,disagree,dont_know,disagree
31,,cisgender,redfox,us,,slightly_agree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_disagree,disagree,agree,disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_agree,strongly_agree,slightly_agree,strongly_agree,agree,dont_know,disagree,slightly_agree,dont_know,strongly_disagree
24,,cisgender,raven,us,,slightly_disagree,neutral,strongly_disagree,agree,slightly_agree,slightly_disagree,disagree,agree,agree,strongly_disagree,agree,strongly_disagree,neutral,slightly_agree,agree,neutral,slightly_agree,neutral,disagree,strongly_disagree,slightly_disagree,slightly_disagree,agree,disagree
23,,cisgender,polymorphic,us,,neutral,disagree,strongly_disagree,slightly_disagree,dont_know,neutral,strongly_disagree,agree,agree,dont_know,strongly_agree,dont_know,disagree,disagree,slightly_agree,agree,neutral,slightly_agree,agree,strongly_disagree,disagree,disagree,agree,neutral
23,,cisgender,rabbit,us,Unaligned,disagree,neutral,neutral,slightly_agree,slightly_agree,neutral,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,neutral,slightly_agree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,strongly_disagree
18,,cisgender,otherfeline,us,,agree,strongly_agree,neutral,strongly_agree,strongly_agree,disagree,disagree,slightly_agree,strongly_agree,strongly_disagree,neutral,slightly_disagree,disagree,neutral,strongly_agree,dont_know,slightly_disagree,agree,agree,slightly_agree,agree,slightly_agree,dont_know,disagree
33,,cisgender,redfox,us,,disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_agree,agree,slightly_agree,slightly_disagree,slightly_disagree,disagree
33,,complicated,panther,us,,strongly_disagree,disagree,strongly_disagree,agree,strongly_disagree,strongly_agree,disagree,strongly_agree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,neutral,neutral,strongly_agree,strongly_agree,strongly_disagree,dont_know,strongly_disagree,dont_know,disagree
47,,cisgender,redfox,gb,,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,disagree,slightly_agree,disagree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,agree,agree,agree,agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_disagree
24,,cisgender,otherdog,gb,,disagree,agree,disagree,disagree,agree,slightly_agree,slightly_disagree,slightly_agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_disagree,disagree,slightly_agree,agree,slightly_agree,strongly_agree,strongly_agree,neutral,agree,agree,neutral,disagree
30,,transgender,otherfeline,us,,disagree,disagree,slightly_disagree,disagree,disagree,neutral,neutral,disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,slightly_agree,neutral,slightly_agree,slightly_agree,neutral,neutral,slightly_agree,disagree,agree,disagree,neutral,disagree
18,,transgender,wolf,ar,,disagree,neutral,strongly_disagree,strongly_agree,slightly_agree,agree,slightly_disagree,agree,strongly_agree,strongly_disagree,slightly_agree,disagree,disagree,agree,strongly_agree,neutral,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,strongly_agree,slightly_agree,agree,neutral
28,,cisgender,rabbit,ca,,disagree,agree,slightly_disagree,agree,slightly_disagree,disagree,strongly_disagree,disagree,agree,slightly_agree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,slightly_disagree,agree,agree,slightly_disagree,slightly_disagree,slightly_disagree,strongly_disagree,strongly_disagree
23,,cisgender,dragon,us,Christian - Mormon,strongly_disagree,strongly_disagree,disagree,disagree,neutral,disagree,slightly_disagree,disagree,slightly_disagree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_disagree,neutral,dont_know,agree,strongly_agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,slightly_disagree
28,,cisgender,otherdog,us,,strongly_disagree,disagree,dont_know,agree,dont_know,dont_know,disagree,disagree,disagree,dont_know,dont_know,strongly_disagree,strongly_disagree,dont_know,dont_know,dont_know,neutral,slightly_disagree,strongly_agree,disagree,dont_know,strongly_disagree,strongly_disagree,dont_know
28,,cisgender,jackal,us,,strongly_disagree,strongly_agree,strongly_disagree,agree,strongly_agree,agree,strongly_disagree,disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,agree,disagree,strongly_agree,slightly_disagree,agree,slightly_agree,dont_know,agree,slightly_agree,dont_know,disagree
28,,cisgender,coyote,us,,disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,neutral,slightly_disagree,disagree,disagree,slightly_agree,disagree,agree,disagree,disagree,disagree,strongly_agree,strongly_disagree,agree,slightly_disagree,disagree,agree,agree,agree,agree
35,,complicated,raccoon,us,,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree,slightly_disagree,agree,slightly_agree,agree,strongly_disagree,slightly_agree,disagree,slightly_disagree,agree,agree,slightly_agree,strongly_agree,agree,strongly_agree,slightly_agree,slightly_agree,neutral,slightly_disagree,slightly_disagree
28,,cisgender,mouse,us,,slightly_disagree,agree,strongly_disagree,disagree,agree,slightly_agree,neutral,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,agree,dont_know,slightly_agree,agree,strongly_agree,dont_know,agree,agree,dont_know,disagree
18,,cisgender,wolf,ca,,neutral,neutral,disagree,slightly_disagree,disagree,neutral,disagree,strongly_agree,agree,disagree,dont_know,strongly_disagree,slightly_disagree,slightly_agree,neutral,dont_know,agree,strongly_agree,strongly_agree,disagree,agree,neutral,dont_know,strongly_disagree
31,,cisgender,wolf,us,,disagree,neutral,disagree,agree,agree,neutral,disagree,disagree,agree,neutral,disagree,disagree,disagree,neutral,agree,disagree,agree,agree,agree,neutral,agree,disagree,neutral,neutral
27,,cisgender,husky,us,,disagree,disagree,slightly_agree,agree,agree,agree,strongly_disagree,neutral,slightly_agree,slightly_agree,disagree,strongly_disagree,strongly_disagree,slightly_disagree,disagree,neutral,disagree,agree,slightly_agree,disagree,neutral,slightly_disagree,strongly_disagree,disagree
30,,complicated,otherfeline,us,,strongly_disagree,dont_know,strongly_disagree,slightly_agree,agree,agree,strongly_disagree,strongly_disagree,neutral,slightly_agree,dont_know,strongly_disagree,strongly_disagree,dont_know,disagree,dont_know,neutral,strongly_agree,strongly_agree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree
39,,cisgender,dragon,us,,slightly_disagree,disagree,disagree,agree,strongly_agree,neutral,strongly_disagree,slightly_agree,agree,dont_know,slightly_disagree,strongly_disagree,slightly_agree,slightly_agree,disagree,dont_know,slightly_agree,agree,slightly_agree,strongly_disagree,neutral,slightly_agree,disagree,disagree
16,,cisgender,germanshepherd,us,,disagree,slightly_agree,disagree,disagree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,dont_know,slightly_disagree,disagree,dont_know,agree,agree,slightly_disagree,dont_know,neutral,slightly_agree,dont_know,disagree
